file_path label feature_1 feature_2 feature_3 feature_4 
train_arrows/Clip_372_Right.jpg 2 132776 0.631058 0.573537 0.573537 
train_arrows/Clip_204164_None.jpg 0 1654 0.391918 0.690029 0.690029 
train_arrows/Clip_941_None.jpg 0 1.18964e+06 0.714418 0.371101 0.371101 
train_arrows/Clip_184163_None.jpg 0 16715 0.751844 0.754866 0.754866 
train_arrows/Clip_187160_None.jpg 0 20116 0.26333 0.704539 0.704539 
train_arrows/Clip_275167_None.jpg 0 2608 0.429166 0.713738 0.713738 
train_arrows/Clip_2923_Right.jpg 2 5985 0.709289 0.552938 0.552938 
train_arrows/Clip_181_None.jpg 0 399373 0.55928 0.676789 0.676789 
train_arrows/Clip_253162_None.jpg 0 1364 0.542586 0.610018 0.610018 
train_arrows/Clip_245169_None.jpg 0 8240 0.973425 0.505335 0.505335 
train_arrows/Clip_783_None.jpg 0 384374 0.56416 0.679505 0.679505 
train_arrows/Clip_1255_Right.jpg 2 159446 0.759802 0.571798 0.571798 
train_arrows/Clip_208162_None.jpg 0 2351 0.49134 0.678499 0.678499 
train_arrows/Clip_231161_None.jpg 0 2741 0.962091 0.796571 0.796571 
train_arrows/Clip_952_None.jpg 0 134085 0.843178 0.436151 0.436151 
train_arrows/Clip_273160_None.jpg 0 36155 0.962459 0.740335 0.740335 
train_arrows/Clip_188161_None.jpg 0 13081 0.796272 0.810622 0.810622 
train_arrows/Clip_491_None.jpg 0 111254 0.720652 0.0337904 0.0337904 
train_arrows/Clip_143163_None.jpg 0 4066 0.782841 0.775362 0.775362 
train_arrows/Clip_1471_Right.jpg 2 36358 0.641119 0.396186 0.396186 
train_arrows/Clip_591_None.jpg 0 165509 0.995094 0.278344 0.278344 
train_arrows/Clip_253164_None.jpg 0 2835 0.653697 0.654432 0.654432 
train_arrows/Clip_1114_None.jpg 0 94204 0.939091 0.453558 0.453558 
train_arrows/Clip_742_Right.jpg 2 180622 0.706138 0.599802 0.599802 
train_arrows/Clip_153163_None.jpg 0 3930 0.582961 0.506443 0.506443 
train_arrows/Clip_220161_None.jpg 0 42716 0.974141 0.782258 0.782258 
train_arrows/Clip_612_None.jpg 0 1.42525e+06 0.937031 0.695044 0.695044 
train_arrows/Clip_854_None.jpg 0 89479 0.856573 0.441166 0.441166 
train_arrows/Clip_1621_Left.jpg 1 15119 0.634738 0.395951 0.395951 
train_arrows/Clip_203_Left.jpg 1 7340 0.643287 0.564615 0.564615 
train_arrows/Clip_163_None.jpg 0 99408 0.664029 0.683611 0.683611 
train_arrows/Clip_202161_None.jpg 0 3988 0.291661 0.471395 0.471395 
train_arrows/Clip_1721_Right.jpg 2 29265 0.640759 0.392082 0.392082 
train_arrows/Clip_221162_None.jpg 0 5310 0.6 0.423242 0.423242 
train_arrows/Clip_177160_None.jpg 0 12620 0.978411 0.650381 0.650381 
train_arrows/Clip_2031_Left.jpg 1 20445 0.641119 0.394691 0.394691 
train_arrows/Clip_229165_None.jpg 0 3465 0.661438 0.68155 0.68155 
train_arrows/Clip_222162_None.jpg 0 1796 0.384615 0.67876 0.67876 
train_arrows/Clip_722_Right.jpg 2 583108 0.673308 0.614859 0.614859 
train_arrows/Clip_441_Right.jpg 2 443436 0.708783 0.588848 0.588848 
train_arrows/Clip_158162_None.jpg 0 1409 0.638971 0.385183 0.385183 
train_arrows/Clip_169161_None.jpg 0 8530 0.709289 0.790693 0.790693 
train_arrows/Clip_201166_None.jpg 0 2344 0.40507 0.479248 0.479248 
train_arrows/Clip_252163_None.jpg 0 1825 0.984016 0.440396 0.440396 
train_arrows/Clip_143162_Left.jpg 1 3693 0.739215 0.543088 0.543088 
train_arrows/Clip_912_Right.jpg 2 123113 0.636844 0.577914 0.577914 
train_arrows/Clip_189162_None.jpg 0 12168 0.43887 0.689796 0.689796 
train_arrows/Clip_225163_None.jpg 0 7147 0.678399 0.979041 0.979041 
train_arrows/Clip_161162_None.jpg 0 3247 0.97017 0.707407 0.707407 
train_arrows/Clip_902_None.jpg 0 98180 0.992508 0.671013 0.671013 
train_arrows/Clip_241162_Right.jpg 2 2595 0.40507 0.553777 0.553777 
train_arrows/Clip_61_None.jpg 0 626945 0.606601 0.339927 0.339927 
train_arrows/Clip_140160_None.jpg 0 6148 0.474974 0.683947 0.683947 
train_arrows/Clip_212162_None.jpg 0 1270 0.773879 0.503968 0.503968 
train_arrows/Clip_276161_None.jpg 0 15362 0.718379 0.635318 0.635318 
train_arrows/Clip_254161_None.jpg 0 2927 0.552771 0.472707 0.472707 
train_arrows/Clip_259162_None.jpg 0 1478 0 0.568243 0.568243 
train_arrows/Clip_151162_None.jpg 0 15728 0.828741 0.579172 0.579172 
train_arrows/Clip_304_None.jpg 0 88908 0.376035 0.405945 0.405945 
train_arrows/Clip_782_None.jpg 0 228064 0.846519 0.463997 0.463997 
train_arrows/Clip_241164_None.jpg 0 3418 0.967275 0.655166 0.655166 
train_arrows/Clip_2811_Left.jpg 1 80827 0.63645 0.390846 0.390846 
train_arrows/Clip_792_Left.jpg 1 203349 0.708827 0.576397 0.576397 
train_arrows/Clip_551_None.jpg 0 1.18335e+06 0.7135 0.36889 0.36889 
train_arrows/Clip_242_Right.jpg 2 147545 0.676065 0.612316 0.612316 
train_arrows/Clip_71_None.jpg 0 6465 0.983649 0.195483 0.195483 
train_arrows/Clip_173161_None.jpg 0 17215 0.726782 0.623732 0.623732 
train_arrows/Clip_158165_Left.jpg 1 2280 0.34284 0.523897 0.523897 
train_arrows/Clip_83_Left.jpg 1 8044 0.769299 0.582139 0.582139 
train_arrows/Clip_163164_None.jpg 0 5645 0.44883 0.699071 0.699071 
train_arrows/Clip_194162_Left.jpg 1 4503 0.820652 0.603781 0.603781 
train_arrows/Clip_210162_None.jpg 0 1779 0.75311 0.453018 0.453018 
train_arrows/Clip_259161_None.jpg 0 2804 0.998313 0.450804 0.450804 
train_arrows/Clip_241165_None.jpg 0 1946 0.34284 0.35101 0.35101 
train_arrows/Clip_140163_None.jpg 0 5922 0.885686 0.980139 0.980139 
train_arrows/Clip_191_None.jpg 0 263879 0.995012 0.43659 0.43659 
train_arrows/Clip_2411_Right.jpg 2 59211 0.638971 0.390816 0.390816 
train_arrows/Clip_673_None.jpg 0 188659 0.405311 0.712738 0.712738 
train_arrows/Clip_2911_Right.jpg 2 13225 0.641659 0.399306 0.399306 
train_arrows/Clip_151160_None.jpg 0 24084 0.583705 0.534298 0.534298 
train_arrows/Clip_258161_None.jpg 0 14052 0.735597 0.588541 0.588541 
train_arrows/Clip_182162_None.jpg 0 12795 0.86956 0.963189 0.963189 
train_arrows/Clip_176162_None.jpg 0 13113 0.569167 0.48033 0.48033 
train_arrows/Clip_1183_None.jpg 0 312039 0.866508 0.436656 0.436656 
train_arrows/Clip_141167_None.jpg 0 5998 0.97522 0.518096 0.518096 
train_arrows/Clip_1092_Right.jpg 2 583108 0.673308 0.614859 0.614859 
train_arrows/Clip_1392_Left.jpg 1 21116 0.780625 0.577856 0.577856 
train_arrows/Clip_237165_None.jpg 0 1976 0.712051 0.302696 0.302696 
train_arrows/Clip_186160_None.jpg 0 20242 0.424004 0.490097 0.490097 
train_arrows/Clip_203162_None.jpg 0 1294 0.840593 0.924286 0.924286 
train_arrows/Clip_216160_None.jpg 0 1430 0.928195 0.483435 0.483435 
train_arrows/Clip_266161_None.jpg 0 15501 0.745356 0.752768 0.752768 
train_arrows/Clip_651_None.jpg 0 162051 0.971952 0.668676 0.668676 
train_arrows/Clip_1791_Right.jpg 2 80799 0.63645 0.390711 0.390711 
train_arrows/Clip_2925_Right.jpg 2 7628 0.657307 0.509212 0.509212 
train_arrows/Clip_175161_None.jpg 0 5643 0.960125 0.53866 0.53866 
train_arrows/Clip_259164_None.jpg 0 2013 0.999398 0.413177 0.413177 
train_arrows/Clip_186161_None.jpg 0 7380 0.699854 0.518222 0.518222 
train_arrows/Clip_206161_None.jpg 0 8996 0.801942 0.624072 0.624072 
train_arrows/Clip_471_None.jpg 0 50448 0.813452 0.36818 0.36818 
train_arrows/Clip_201164_Left.jpg 1 5787 0.754989 0.573766 0.573766 
train_arrows/Clip_955_Right.jpg 2 159446 0.759802 0.571798 0.571798 
train_arrows/Clip_2401_Right.jpg 2 17539 0.644379 0.398831 0.398831 
train_arrows/Clip_236160_None.jpg 0 3058 0.822595 0.503209 0.503209 
train_arrows/Clip_2601_Left.jpg 1 59230 0.638971 0.390942 0.390942 
train_arrows/Clip_268165_None.jpg 0 1593 0.61859 0.607552 0.607552 
train_arrows/Clip_279163_None.jpg 0 1878 0.953939 0.575368 0.575368 
train_arrows/Clip_231166_None.jpg 0 5585 0.624218 0.428659 0.428659 
train_arrows/Clip_166161_None.jpg 0 5308 0.6 0.327897 0.327897 
train_arrows/Clip_249160_None.jpg 0 48570 0.697671 0.927262 0.927262 
train_arrows/Clip_243161_None.jpg 0 1412 0.866025 0.515705 0.515705 
train_arrows/Clip_194160_None.jpg 0 2441 0.994945 0.104001 0.104001 
train_arrows/Clip_1401_Left.jpg 1 17384 0.644379 0.395307 0.395307 
train_arrows/Clip_286161_None.jpg 0 2002 0.873302 0.633544 0.633544 
train_arrows/Clip_259163_None.jpg 0 1303 0.721602 0.63499 0.63499 
train_arrows/Clip_251161_None.jpg 0 1873 0.49134 0.530896 0.530896 
train_arrows/Clip_231164_None.jpg 0 1954 0.997205 0.193064 0.193064 
